日期,钻石(细支荷花),钻石(荷花),中南海(软精品),中南海(京韵细支烤烟),中南海(金8mg),中南海(典8),中南海(5mg细支),中华(硬),中华(双中支),中华(软),中华(金中支),真龙(凌云),长城(醇雅奶香),长城(醇雅薄荷),长白山(迎春中支),长白山(软红),长白山(红),长白山(777),云烟(紫),云烟(小熊猫家园),云烟(细支珍品),云烟(细支大重九),云烟(软紫),云烟(软珍品),云烟(软大重九),玉溪(中支和谐),玉溪(细支清香世家),玉溪(细支阿诗玛),玉溪(软红人民大会堂),玉溪(软),玉溪(高配版),玉溪(108),王冠(原味9号塑嘴十支),王冠(原味1号),王冠(塑2支全叶卷),王冠(梅兰竹菊),万宝路(软红2.0),土楼(1575),泰山(心悦),泰山(宏图),泰山(红将军),苏烟(五星红杉树),苏烟(软金砂),苏烟(沉香),双喜(软国际),石狮(平安),三沙(细支),人民大会堂(御廷兰香),人民大会堂(硬红细支),人民大会堂(硬红),人民大会堂(太和),人民大会堂(兰香细支),人民大会堂(红玫瑰细支),人民大会堂(古瓷细支),人民大会堂(大生产振兴),七匹狼(金砖中支),七匹狼(金砖时代),七匹狼(金砂),七匹狼(金),七匹狼(豪情),七匹狼(白),南京(雨花石),南京(炫赫门),南京(细支九五),南京(十二钗烤烟),南京(十二钗薄荷),南京(软九五),南京(九五),南京(红),牡丹(软蓝),牡丹(软),牡丹(金细支),牡丹(金短支),庐山(精品),利群(长嘴),利群(夜西湖),利群(新版),利群(西子阳光),利群(西湖恋),利群(软长嘴),利群(软蓝),兰州(硬精品),金圣(硬滕王阁),金圣(滕王阁紫光),娇子(X),将军(战神),建牌(薄荷中空4),黄山(中国画细支),黄山(硬记忆),黄山(印象一品),黄山(新一品),黄山(软一品),黄山(记忆),黄山(徽商新概念细支),黄山(红方印细支),黄山(大红方印),黄金叶(小目标),黄金叶(喜满堂),黄金叶(天叶),黄金叶(天香细支),黄金叶(金满堂),黄鹤楼(硬银紫),黄鹤楼(硬雅韵),黄鹤楼(硬峡谷柔情),黄鹤楼(硬峡谷情细支),黄鹤楼(硬峡谷情),黄鹤楼(硬天下胜景),黄鹤楼(硬平安),黄鹤楼(硬金砂),黄鹤楼(硬1916),黄鹤楼(雪之景9号),黄鹤楼(雪之景3号),黄鹤楼(雪之景2号),黄鹤楼(天下名楼),黄鹤楼(软蓝),黄鹤楼(软鸿运),黄果树(长征),红塔山(硬经典100),红塔山(硬传奇),红塔山(新时代),红塔山(软经典),红双喜(硬上海),红双喜(软),红双喜(南洋经典),红旗渠(芒果),红梅(软顺),红梅(软黄),红金龙(硬蓝爱你),红金龙(硬爱你爆珠),红河(硬),红河(软88),好猫(金丝猴),哈德门(精品),哈德门(金典),贵烟(跨越),贵烟(金百合),贵烟(国酒香30),贵烟(萃),芙蓉王(硬细支),芙蓉王(硬闪带细支),芙蓉王(硬领航),芙蓉王(硬蓝细支),芙蓉王(硬),凤凰(细支),钓鱼台(中支),大前门(硬),大前门(短支),白沙(硬新精品二代),白沙(硬细支和天下),白沙(硬天天向上细支),白沙(软),白沙(绿和),白沙(和天下),爱喜(幻变),555金　锐,555(星空细支),555(冰炫),云烟(细支云龙),泰山(红将二代)
20170101,0,0,1604,0,10252,0,0,13480,0,9802,0,2699,0,0,0,32157,54834,15743,12269,0,0,0,8055,5062,224,0,240,0,70234,39214,0,0,0,0,0,0,0,0,4556,53204,12631,54,0,44,0,0,0,82,8811,42970,0,688,0,1182,0,0,0,4043,9526,0,32385,10289,48439,0,39437,9289,400,70,27042,476,815,0,0,0,2936,0,34471,2776,3116,2631,3029,9368,0,0,7128,0,0,0,0,0,0,26942,2958,0,1002,791,0,8832,2073,1868,16138,1293,13282,897,867,2699,0,787,52999,2250,0,0,0,95700,45655,45203,0,9394,0,0,61686,553,5465,0,0,0,0,42360,6266,21297,17031,0,0,0,1958,0,193,0,0,0,0,0,9053,253,0,0,540,0,63,904,0,8667,396,0,3487,0,0,0,0
20170102,0,0,1828,0,30943,0,0,6712,0,9136,0,3194,0,0,0,33797,47617,14827,17050,0,0,0,16307,5372,220,0,650,0,51545,46620,0,0,0,0,0,0,0,0,6488,7414,19435,7670,0,148,0,0,0,96,12075,73778,0,242,0,688,0,0,0,4399,19686,0,33787,8535,37815,0,32093,5982,0,210,49214,305,839,0,0,0,7022,0,31501,618,3817,779,5485,0,0,0,6696,0,0,0,0,0,0,36229,3394,0,1280,1087,0,10902,2180,1802,20006,1534,26411,921,924,2665,0,678,47743,2402,0,0,0,63386,40114,31625,0,12729,0,0,77676,811,6293,0,0,0,0,28313,7216,25191,22775,0,0,0,1189,0,198,0,0,0,0,0,11045,208,0,0,661,0,27,1053,0,13753,511,0,2091,0,0,0,0
20170103,2277,0,1024,0,12316,0,0,9490,0,7676,0,2631,0,0,0,25602,42411,14130,13355,0,0,0,15053,2868,414,0,1290,0,70819,28343,0,0,0,0,0,0,0,0,4181,48621,9309,13792,3971,0,0,0,0,204,13102,47722,0,260,0,1610,0,0,0,4582,10836,0,38950,7730,33133,0,26977,6996,50,143,29434,412,885,0,0,0,4050,0,30069,1199,2850,664,2632,0,0,0,7489,0,0,0,0,0,0,25187,2572,0,1173,620,0,10790,1169,955,11203,1318,17134,632,632,1372,0,443,39418,2143,0,0,0,62898,49360,25312,0,9470,0,0,50388,2786,4057,0,0,0,0,29077,7164,18982,16050,0,0,0,2102,0,151,0,0,0,0,0,6063,103,0,0,418,0,32,963,0,9977,445,0,2074,0,0,0,0
20170104,2420,0,1746,0,21216,0,0,9881,0,8330,0,2437,0,0,0,46028,52892,13542,12975,0,0,0,19190,4253,564,0,150,0,98293,37952,0,0,0,0,0,0,0,0,4236,0,14979,3340,5796,290,0,0,0,104,8707,42281,0,282,0,897,0,0,0,4375,17592,0,26534,12179,41901,0,38765,7270,0,180,63972,268,887,0,0,0,3678,0,48347,1635,4497,1264,6271,0,0,0,10793,0,0,0,0,0,0,25801,2632,0,1316,1147,0,9127,877,810,17663,1392,14112,499,505,956,0,173,28935,718,0,0,0,104000,14336,46627,0,13990,0,0,52358,482,0,0,0,0,0,30765,1703,25733,25709,0,0,0,1455,0,59,0,0,0,0,0,8621,149,0,0,515,0,7,764,0,13460,693,0,2410,0,0,0,0
20170105,2741,0,2027,0,29543,0,0,6093,0,4860,0,2550,0,0,0,28074,44289,10267,13029,0,0,0,12987,5296,570,0,290,0,60636,41242,0,0,0,0,0,0,0,0,4632,5856,8712,5335,2128,509,0,0,0,0,14934,61750,0,100,0,1076,0,0,0,0,11637,0,36041,7892,36109,0,34251,6248,50,402,33954,228,869,0,0,0,4451,0,37003,1095,3628,609,2064,0,0,0,8191,0,0,0,0,0,0,28548,2800,0,1210,0,0,10396,765,682,21862,1189,10823,655,434,994,0,227,29763,1400,0,0,0,56306,52085,20412,0,11060,0,0,80221,2448,0,0,0,0,0,29790,0,32406,19553,0,0,0,2208,0,56,0,0,0,0,0,13300,142,0,0,0,0,29,518,0,12257,837,0,2887,0,0,0,0
20170106,2625,0,946,0,22783,0,0,7371,0,2190,0,2521,0,0,0,33502,40065,14459,12342,0,0,0,10558,5357,96,0,240,0,29045,42786,0,0,0,0,0,0,0,0,3183,18213,23158,6778,13201,0,21714,0,0,165,6984,41823,0,770,0,1155,0,0,0,0,17070,10069,36286,15199,46204,0,42679,9886,405,471,22404,354,5087,0,0,0,2287,0,34130,1611,1676,829,1553,0,0,0,10344,0,0,0,0,0,0,29750,2600,0,1938,0,0,6346,458,72,18896,1149,12576,1018,987,582,0,1421,12836,1444,0,0,0,34816,21717,12231,10205,10697,0,0,64212,6618,0,0,0,0,0,45757,0,37750,14537,0,0,0,361,0,228,0,0,0,0,0,32577,1046,0,0,0,0,518,4109,0,13999,1202,0,2513,0,0,0,0
20170107,2653,0,969,0,19497,0,0,3536,0,0,0,1565,0,0,0,32703,42336,15547,21707,0,0,0,13025,4477,81,0,650,0,36860,42107,0,0,0,0,0,0,0,0,2256,21279,6199,3751,3640,215,21914,0,0,0,10448,37524,0,382,0,511,0,0,0,2803,15428,9898,46762,9891,44670,645,26473,4510,645,132,31905,328,6123,0,0,0,5270,0,39654,336,2408,310,1382,0,0,0,6515,0,0,0,0,0,0,26974,3097,0,2160,0,0,7111,785,95,18556,1275,12827,852,931,2250,0,1304,14538,1806,0,0,0,35240,25295,10807,10051,9189,0,0,53756,7985,0,0,0,0,0,38071,0,22560,25862,0,0,0,274,0,708,0,0,0,0,0,7687,836,0,0,0,0,92,3566,0,11753,1384,0,1648,0,0,0,0
20170108,3113,0,1306,0,14299,0,0,4140,0,0,0,2050,0,0,0,20517,32614,11447,19085,0,0,0,9388,3103,52,0,1346,0,36491,33114,0,0,0,0,0,0,0,0,2985,16255,7190,9252,10738,0,13891,0,0,90,6768,38350,0,40,0,377,0,0,0,3502,8110,10662,30051,10182,42037,1110,24272,3887,1110,572,20462,308,4582,0,0,0,1773,0,25361,1529,3039,193,1284,13772,0,0,6576,0,0,0,0,0,0,23416,2017,0,1912,0,0,7276,360,33,13073,1030,15362,823,803,2696,0,1674,14444,1853,0,0,0,33802,28755,14909,10615,8582,0,0,42798,7319,0,0,0,0,0,39741,2046,20821,15398,0,0,0,393,0,415,0,0,0,0,0,19684,412,0,0,0,0,296,3307,0,10225,841,0,1285,0,0,0,0
20170109,1770,0,1304,0,16079,0,0,6041,0,7271,0,2208,0,0,0,22500,48297,16205,14013,0,0,0,10641,4387,89,0,330,0,18834,36306,0,0,0,0,0,0,0,0,2313,56216,9126,2855,5094,0,22457,0,0,60,10378,37026,0,328,0,816,0,0,0,4357,20262,10905,27022,4855,46693,0,23275,2978,0,75,25947,452,3582,0,0,0,3272,0,48312,1171,2901,497,1688,24524,0,0,6707,0,0,0,0,0,0,21938,2617,0,2161,0,0,7765,852,58,16461,1226,11315,961,709,1988,0,1929,18992,1929,0,0,0,84713,35879,19602,10870,10424,0,0,49988,7133,0,0,0,0,0,41713,7458,28188,16019,0,0,0,490,0,75,0,0,0,0,0,31960,612,0,0,0,0,117,3536,0,20492,568,0,2522,0,0,0,0
20170110,1842,0,1625,0,15777,0,0,5279,0,7630,0,2015,0,0,0,25386,56402,14259,16418,0,0,0,10815,3691,54,0,290,0,18686,34272,0,0,0,0,0,0,0,0,6093,33382,7897,1463,4342,254,20681,0,0,0,9995,58028,0,200,0,1214,0,0,0,4880,11668,10707,51061,6024,41163,30,32172,5645,50,265,43342,208,7514,0,0,0,2656,0,43122,624,2467,465,1735,33050,0,0,9429,0,0,0,0,0,0,33933,2897,0,2246,0,0,8018,331,46,4888,1562,4917,673,867,772,0,1100,16029,1241,0,0,0,27740,21303,10101,10927,12432,0,0,62052,9016,0,0,0,0,0,40260,6422,29430,24568,0,0,0,333,0,112,0,0,0,0,0,66360,580,0,0,0,0,155,3328,0,10039,1146,0,2358,0,0,0,0
20170111,2632,0,1640,0,0,0,0,10065,0,11752,0,1261,0,0,0,24123,32276,9516,9279,0,0,0,5893,3714,1130,0,770,0,30029,32663,0,0,0,0,0,0,0,0,5139,3726,10507,1561,4848,154,27934,6882,0,236,8051,25861,159,392,0,1058,0,0,0,7645,9969,12059,21107,20165,13126,243,23638,6105,405,75,9028,296,5656,0,0,0,2566,0,25054,1710,2130,272,2459,18794,0,0,5601,0,0,0,0,0,13672,30422,7007,0,837,2052,0,5170,327,0,10306,1018,13456,1731,362,980,0,0,10316,24,0,0,0,9778,8765,7255,12528,7505,0,0,36921,6541,0,0,0,0,4526,48081,4587,25740,15829,0,4586,0,0,0,329,0,0,0,0,0,13522,1025,0,0,0,0,219,4493,4390,10624,911,0,2786,0,0,0,0
20170112,2350,1274,1003,0,0,0,0,6655,0,1960,0,1222,0,0,0,26392,31596,12431,11747,0,0,0,7919,6419,515,0,220,0,15959,55035,0,0,0,0,0,0,0,0,4128,2640,7037,4733,1692,249,15865,7719,0,258,4457,22320,42,85,0,661,0,0,0,4349,8624,14474,24925,9173,16601,0,21962,7151,0,0,16604,170,5805,0,0,0,1959,0,31056,616,2901,345,710,31735,0,0,5921,0,0,0,0,0,14087,27457,4668,0,980,1970,0,6242,216,0,20216,960,12839,1188,1076,1551,0,0,57530,8,0,0,0,53518,43029,28860,14708,7597,0,0,33370,6826,0,0,0,0,4787,57862,5037,19346,18036,0,4856,0,0,0,217,0,0,0,0,0,14523,836,0,0,118,0,440,2961,4845,8829,520,0,2094,0,0,0,0
20170113,2238,1817,1057,0,0,0,0,11280,0,11474,0,1298,0,0,0,20716,35961,11560,12951,0,0,0,11431,2939,1140,0,770,0,27617,29195,0,0,0,0,0,0,0,0,2141,4665,7742,2565,5237,225,11272,7660,0,60,3951,32877,177,236,0,229,0,0,0,6092,7961,14087,26663,8339,19913,42,22294,3455,120,130,11493,154,6994,0,0,0,1542,0,24401,316,1731,96,1670,44406,0,0,4654,0,0,0,0,0,13834,24081,3664,0,1055,1825,0,7302,281,0,10049,915,1157,1488,312,1702,0,0,9016,193,0,0,0,8602,8937,8102,14788,7490,0,0,34882,5646,0,0,0,0,4748,54015,5168,14259,17122,0,4839,0,0,0,599,0,0,0,0,0,10783,416,0,0,0,0,584,3599,4609,8534,550,0,3131,0,0,0,0
20170114,2010,1198,670,0,10745,0,0,8214,0,2933,0,1279,0,0,0,21523,27587,11704,12508,0,0,0,7905,3600,215,0,150,0,72343,37635,0,0,0,0,0,0,0,0,2335,29597,13577,1451,1709,30,11938,8104,0,35,6324,24154,0,223,0,347,0,0,0,4109,8052,14855,19346,5358,25510,0,40287,3928,0,218,39110,134,3546,0,0,0,2116,0,20823,2149,1097,138,1140,14043,1917,0,9439,0,0,0,0,0,1186,20453,6091,0,781,1716,0,5335,291,0,15386,1164,16619,1560,300,1169,0,0,13967,15,0,0,0,7062,43987,16018,15399,6494,0,0,40270,5253,1428,0,0,0,4980,69174,4767,20841,11972,0,4921,0,0,0,86,0,0,0,0,0,46994,604,0,0,0,0,82,4635,5055,8278,318,0,1833,0,0,0,0
20170115,1281,1023,783,0,16138,0,0,6956,0,2745,0,1319,0,0,0,14224,31155,9401,11836,0,0,0,6339,3995,421,0,290,0,12318,21509,0,0,0,0,0,0,0,0,3216,4977,5868,2207,1775,0,21159,7286,0,24,4290,24164,33,42,0,355,0,0,0,5899,7670,13785,27261,7886,20445,33,13647,4573,105,442,21691,114,4390,0,0,0,4013,0,21158,667,2497,711,1042,14419,2015,0,5857,0,0,0,0,0,1111,20108,5167,0,991,3003,0,5688,232,0,14216,1068,3279,1109,242,518,0,0,5656,18,0,0,0,10189,4607,4547,13849,6745,0,0,32771,7005,6409,0,0,0,4563,36707,4548,40225,16448,0,4677,0,0,0,515,0,0,0,0,0,13761,568,0,0,125,0,202,2930,4562,8437,868,0,2628,0,0,0,0
20170116,2824,1440,1358,0,11800,0,0,22413,0,563,0,1691,1270,0,0,23144,41027,12194,11933,0,0,0,9420,2570,350,0,1128,0,27791,64598,0,0,0,0,0,0,0,0,3926,4381,11108,2082,2096,455,14846,17286,0,212,5451,20863,162,531,0,723,0,0,0,3632,15474,15863,29601,18692,7811,405,20545,5015,405,1415,17746,189,551,0,0,0,3416,0,29890,2045,1042,873,803,22080,2112,0,7393,0,0,0,0,0,2827,32079,2008,0,968,1086,0,7361,37,24,13248,1039,15280,151,24,364,0,0,8490,24,0,0,0,7212,6525,4078,18010,9696,0,0,47929,0,5194,0,0,0,19295,1071,4551,36013,14046,0,19196,0,794,0,524,0,0,0,0,0,17170,1045,0,0,0,0,274,2345,18931,14050,564,0,3223,0,0,0,0
20170117,2225,1624,1501,0,17206,0,0,14993,0,1135,0,1535,790,0,0,35919,28316,12581,13356,0,0,0,13427,3587,464,0,543,0,20835,47014,0,0,0,0,0,0,0,0,5275,3247,6594,6508,1268,296,14023,15832,0,70,4655,26443,42,84,0,409,0,0,0,5429,13697,16028,25566,11160,12087,0,32753,6674,0,319,23260,123,649,0,0,0,1853,0,25024,3880,2227,452,1784,17635,2077,0,6678,0,0,0,0,0,2822,25461,1898,0,775,1063,0,8161,27,8,14768,1042,13061,93,13,518,0,0,8594,8,0,0,0,17055,11321,3988,16428,11378,0,0,43075,0,4999,0,0,0,18269,948,4821,24351,20876,0,18542,0,550,0,79,0,0,0,0,0,38503,836,0,0,0,0,396,2810,18342,13348,442,0,1775,0,0,0,0
20170118,2865,1038,913,0,12764,0,0,21279,0,3426,0,1110,1143,0,0,19056,30476,10908,11297,0,0,0,7624,5247,481,0,928,0,14446,79333,0,0,0,0,0,0,0,0,2916,11249,8540,1575,876,215,13919,18407,0,43,4200,24302,171,230,0,645,0,0,0,4850,12032,16104,22376,9093,15730,120,23181,2983,120,276,22839,0,591,0,0,0,1162,0,24900,2734,1573,73,1087,13220,2214,0,7755,102,0,0,0,0,3107,18038,2375,0,642,544,0,6992,32,367,11782,972,706,145,18,814,0,0,8063,8,0,0,0,13128,9733,4444,19027,7622,0,0,39190,0,5948,0,0,0,19978,1105,4409,24491,14769,0,20809,0,786,0,233,0,0,0,0,0,75638,408,0,0,0,0,219,2981,19705,8162,176,0,1397,0,0,0,0
20170119,2538,1065,1256,0,12443,0,0,29106,0,24385,0,1720,1111,0,0,19934,30609,8568,12357,0,0,0,8600,3257,145,0,760,0,13419,43548,0,0,0,0,0,0,0,0,2498,18346,7257,1428,893,0,13213,19895,0,16,6194,34510,0,72,0,425,0,0,0,3644,12658,18304,19161,10205,15480,0,17198,3737,0,570,11687,0,753,0,0,0,2507,0,21885,1655,1472,428,1943,9486,2144,0,7355,97,0,0,0,0,2972,32052,1422,0,757,751,0,6640,30,321,16582,958,2079,129,15,159,0,0,5314,15,0,0,0,7166,6087,4210,19570,7060,0,0,68271,0,6625,0,0,0,20320,1051,3822,27070,13403,0,19850,0,680,0,75,0,0,0,0,0,43815,604,0,0,0,0,66,2512,20265,10546,294,0,2276,0,0,0,0
20170120,2538,776,1936,0,45810,0,0,17441,0,24196,0,2233,964,0,0,22274,35315,8537,24151,0,0,0,8000,2144,290,0,694,0,9578,83750,0,0,0,0,0,0,0,0,3897,2195,7187,1170,762,186,14776,18590,0,50,5017,34716,33,267,0,364,0,0,0,3210,8102,17792,40674,13086,14069,105,16779,5934,105,243,20626,0,572,0,0,0,2553,0,25759,1187,1146,289,1301,15854,2149,0,6292,116,0,0,0,0,2848,23214,1661,0,985,817,0,5945,18,196,14805,1048,561,85,18,428,0,0,12031,18,0,0,0,10135,6062,5805,18979,8808,0,0,51336,0,7369,0,0,0,19562,22158,2388,23291,15570,0,19665,0,516,0,101,0,0,0,0,0,69910,572,0,0,0,0,496,2070,19435,10658,304,0,2473,0,0,0,0
20170121,458,70,1367,0,13559,0,0,13403,0,23799,0,2009,758,0,0,24552,30397,8945,9529,0,0,0,7476,3575,1825,0,675,0,18001,30395,0,0,0,0,0,0,0,0,3500,3105,10126,1792,1051,120,17160,4286,0,505,5983,21452,156,367,0,504,0,0,0,5656,13566,7426,17758,13110,15153,0,28656,8460,400,910,16721,428,468,0,0,0,4032,0,26011,3171,1195,928,2146,17170,1024,0,6525,207,0,0,0,0,2776,23695,1925,0,913,1096,0,6541,71,178,12948,818,2978,24,0,143,0,0,6615,11,0,0,0,5560,6773,6007,8505,10827,0,0,41482,0,3759,0,0,0,2873,930,3072,20893,14864,0,2838,0,307,0,0,0,0,0,0,0,7637,305,0,0,0,0,290,3210,2854,7393,438,0,2367,0,0,0,0
20170122,309,89,1884,0,41009,0,0,14052,0,17260,0,1296,822,0,0,30852,35780,7720,11284,0,0,0,10794,3798,705,0,835,0,13740,44630,0,0,0,0,0,0,0,0,4881,3268,7617,1922,1024,80,10393,4490,0,0,7424,36867,28,228,0,417,0,0,0,4694,11448,6837,28745,6360,17004,0,16372,4919,0,119,16502,428,570,0,0,0,2170,0,27537,4026,1301,955,1386,19519,1064,0,5195,43,0,0,0,0,2941,27750,2941,0,962,706,0,7768,94,257,13783,833,674,8,0,72,0,0,7637,8,0,0,0,7690,9388,5958,7920,8995,0,0,43022,0,3738,0,0,0,3008,1040,3200,26425,19433,0,2991,0,316,0,0,0,0,0,0,0,6832,207,0,0,0,0,94,2007,3009,13630,38,0,2315,0,0,0,0
20170123,460,58,1133,0,13043,0,0,12311,0,18482,0,1378,2320,0,0,21619,21357,13365,15865,0,0,0,15779,2781,1171,0,825,0,15293,34100,0,0,0,0,0,0,0,0,3166,20834,6767,1914,382,37,13372,4459,0,298,7461,32641,0,442,0,536,0,0,0,4258,9525,5963,20346,12238,16191,0,16541,7773,120,40,18218,128,465,0,0,0,1754,0,23065,691,857,504,2414,9455,1047,0,6537,0,0,0,0,0,2844,20045,1914,0,649,257,0,10638,57,150,10928,798,906,8,0,80,0,0,7628,8,0,0,0,8060,7931,4489,7985,8582,0,0,32647,30,5110,0,0,0,2948,1004,3045,17171,12037,0,2917,0,243,0,0,0,0,0,0,0,13608,104,0,0,0,0,363,2034,2895,7006,40,0,2413,0,0,0,0
20170124,471,128,1491,0,20778,0,0,18427,0,15950,0,887,1539,0,0,20416,25484,8404,12687,0,0,0,9390,2431,324,0,758,0,14686,26309,0,0,0,0,0,0,0,0,2760,4659,6802,1981,897,175,14261,4562,0,75,4883,22866,0,446,0,944,0,0,0,4848,10357,6411,16010,6928,17110,0,25820,3796,0,205,10574,436,475,0,0,0,2685,0,24212,1464,674,197,1840,10435,1113,0,6215,0,0,0,0,0,3013,19530,4116,0,912,1111,0,6467,128,318,14398,808,1064,15,0,63,0,0,7363,0,0,0,0,8084,6751,5339,8331,12767,0,0,29048,0,4084,0,0,0,2979,934,2506,20290,16429,0,3026,0,312,0,0,0,0,0,0,0,5284,149,0,0,0,0,70,2673,2968,8450,155,0,3176,0,0,0,0
20170125,360,52,1152,0,14022,0,0,10732,0,2000,0,1570,649,0,0,23342,25440,8843,15978,0,0,0,6803,3102,532,0,683,0,11230,29310,0,0,0,0,0,0,0,0,2457,2300,7350,1048,161,100,10137,4148,0,0,4486,35623,0,574,0,1030,0,0,0,3550,6609,4986,21019,7421,15372,0,19091,5508,105,156,13855,228,450,0,0,0,2655,0,22476,422,905,447,1852,8727,0,0,6633,0,0,0,0,0,2709,19547,2475,0,812,644,0,8119,54,135,9920,787,301,18,0,250,0,0,6876,10,0,0,0,5828,4511,6584,7198,7911,0,0,48715,0,2890,0,0,0,2676,635,2082,18613,22862,0,2742,0,285,0,0,0,0,0,0,0,4550,140,0,0,0,0,186,2599,2700,8024,586,0,1869,0,0,0,0
20170206,37,37,1277,0,5299,0,0,3850,0,0,0,1316,701,0,0,14133,13159,7018,6374,0,0,0,4504,2183,882,0,211,0,6654,28552,0,0,0,1673,0,0,0,0,0,2046,5951,1918,672,70,6978,9219,0,117,3123,16363,0,551,0,286,0,0,0,2561,4501,8790,8768,5760,17812,240,0,3201,400,110,11032,476,406,0,0,0,1463,0,22151,785,660,232,1152,6013,0,0,3729,201,0,0,0,0,6522,13203,1334,0,886,437,0,4242,24,138,7287,0,3330,0,0,140,0,0,4873,0,0,0,0,5276,4418,3991,10689,4823,0,0,15388,0,2505,0,0,20521,11083,14334,2526,10058,8664,0,11266,0,456,0,0,0,0,0,0,0,3733,0,0,9761,0,0,24,7128,10876,5013,374,0,1539,0,0,0,0
20170207,27,27,1357,0,9600,0,0,3853,0,0,0,615,1002,0,0,11909,19801,5026,7147,0,0,0,6410,2562,1067,0,177,0,6434,20518,0,0,0,1831,0,0,0,0,0,2076,3210,1215,728,42,6377,9246,0,0,2861,20267,0,42,0,374,0,0,0,2817,5179,8331,10439,4780,16591,0,0,2284,0,54,18765,468,464,0,0,0,1789,0,18236,725,1138,1116,1372,6493,0,0,3522,93,0,0,0,0,6897,14830,2075,0,988,578,0,3400,8,265,7535,0,3987,0,0,266,0,0,5419,0,0,0,0,4857,3743,3896,10729,4905,0,0,18983,0,2681,0,0,11646,9647,11922,4268,13112,13501,0,11497,0,542,0,0,0,0,0,0,0,5137,0,0,4260,0,0,8,7945,9619,4348,230,0,1264,0,0,0,0
20170208,32,32,1153,0,6347,0,0,5360,0,0,0,1123,1132,0,0,20387,16730,6597,8625,0,0,0,6999,2315,1060,0,204,0,5962,18354,0,0,0,0,0,0,0,0,0,2267,4718,9019,257,135,7193,10166,0,0,4728,19088,0,0,0,193,0,0,0,2281,7133,9347,13433,1121,17445,237,0,3880,120,135,13867,268,379,0,0,0,1175,0,18083,479,897,1178,1391,7597,0,0,3809,138,0,0,0,0,7482,11278,1922,0,603,348,0,3908,8,115,8266,0,5589,0,0,114,0,0,4042,0,0,0,0,5323,5024,3169,11776,6376,0,0,20578,0,3353,0,0,11378,12398,11717,3034,13658,9462,0,12869,0,654,0,0,0,0,0,0,0,3682,0,0,5489,0,0,8,8990,12007,7545,0,0,1548,0,0,0,0
20170209,29,14,1074,0,9115,0,0,2154,0,0,0,807,0,0,0,15388,28247,10193,12045,0,0,0,5569,5705,36,0,167,0,5585,21656,0,0,0,0,0,0,0,0,0,2373,6374,1553,442,0,7613,10128,0,0,3866,13402,0,35,0,523,0,0,0,2688,5635,9627,9511,2121,18243,18,0,3177,0,58,9988,258,358,0,0,0,1866,0,24724,1010,802,69,1728,6989,0,0,3754,105,0,0,0,0,7130,14165,1218,0,734,529,0,4031,14,107,11080,0,713,0,0,112,0,0,5946,0,0,0,0,8415,8303,3005,10790,5258,0,0,28763,0,2056,0,0,14225,12092,12134,2630,8242,9357,0,12507,0,480,0,0,0,0,0,0,0,7491,0,0,6520,0,0,14,8021,13040,9204,0,0,1246,0,0,0,0
20170210,29,29,1449,0,10004,0,0,4753,0,0,0,1250,0,0,0,14456,23458,10362,6145,0,0,0,4251,2080,770,0,174,0,5164,17639,0,0,0,0,0,0,0,0,2690,2197,6345,3364,414,0,7531,10061,0,22,5554,17757,0,88,0,632,0,0,0,3964,6695,9268,9817,1309,19669,63,0,6765,105,20,34976,234,415,0,0,0,1669,0,18324,1061,2551,1289,1574,5646,0,0,4231,136,0,0,0,0,6333,16061,2030,0,660,700,0,5045,18,106,8115,0,3800,0,0,106,0,0,5831,0,0,0,0,5077,4781,3537,11472,5231,0,0,22426,0,4961,0,0,10424,12044,14753,1559,14437,8023,0,11822,0,519,0,0,0,0,0,0,0,3088,0,0,2475,0,0,18,7473,10254,5610,410,0,1241,0,0,0,0
20170213,0,0,707,0,6406,0,0,9031,0,0,0,1835,0,0,0,16062,16035,5946,8556,0,0,0,6444,1926,230,0,104,0,6040,25008,0,0,0,0,0,0,0,0,3212,2306,3938,834,1204,66,6308,9612,0,118,4900,16627,120,190,0,383,0,0,0,2765,6081,9028,13328,4646,7435,0,7464,4239,0,110,13975,444,1930,0,0,0,1721,0,20699,726,736,181,1699,5201,0,0,2902,107,0,0,0,0,10182,9933,1731,0,1901,780,0,3848,24,24,6772,693,1650,534,323,70,0,106,5094,0,0,0,0,5956,3869,2850,11935,5931,0,0,22260,0,1741,0,0,25210,11391,16524,1795,7887,8966,0,11931,0,520,0,95,0,0,0,0,0,5358,1004,0,3755,0,0,640,3933,9856,4324,350,0,2287,0,0,0,0
20170214,0,194,706,0,9051,0,0,8682,0,2018,0,862,316,0,0,12647,20264,7331,6597,0,0,0,6164,1666,389,0,189,0,8709,16005,0,0,0,0,0,0,0,0,4015,2693,4060,2751,323,0,8422,9872,0,215,3515,16885,42,430,0,245,0,0,0,3159,21766,9908,14235,2183,15000,0,8343,2926,0,0,16274,475,1775,0,0,0,1141,0,23487,304,698,729,1527,8237,0,0,4211,36,0,0,0,0,10549,14500,1331,0,2042,410,0,4561,8,8,7444,712,3894,295,182,134,0,117,3538,0,0,0,0,7591,4199,3082,12356,6455,0,0,19591,0,2429,0,0,19161,11059,13973,3048,16266,9002,0,12630,0,464,0,52,0,0,0,0,0,5119,784,0,2634,0,0,110,5145,12139,4106,155,0,957,0,0,0,0
